,REF_DATE,GEO,Dairy distribution,VECTOR,VALUE,TERMINATED
20561,2011-07,New Brunswick,Fluid purposes,v382188,5086,0
20562,2011-07,New Brunswick,Industrial purposes,v382189,6122,0
20564,2011-07,Quebec,"Milk sold off farms, total",v382194,244054,0
20565,2011-07,Quebec,Fluid purposes,v382195,47653,0
20566,2011-07,Quebec,Industrial purposes,v382196,196401,0
20568,2011-07,Ontario,"Milk sold off farms, total",v382201,217087,0
20569,2011-07,Ontario,Fluid purposes,v382202,90985,0
20570,2011-07,Ontario,Industrial purposes,v382203,126101,0
20572,2011-07,Manitoba,"Milk sold off farms, total",v382208,26521,0
20573,2011-07,Manitoba,Fluid purposes,v382209,9795,0
20574,2011-07,Manitoba,Industrial purposes,v382210,16726,0
20576,2011-07,Saskatchewan,"Milk sold off farms, total",v382215,19706,0
20577,2011-07,Saskatchewan,Fluid purposes,v382216,9261,0
20578,2011-07,Saskatchewan,Industrial purposes,v382217,10445,0
20580,2011-07,Alberta,"Milk sold off farms, total",v382222,57009,0
20581,2011-07,Alberta,Fluid purposes,v382223,30055,0
20582,2011-07,Alberta,Industrial purposes,v382224,26954,0
20584,2011-07,British Columbia,"Milk sold off farms, total",v382162,57970,0
20585,2011-07,British Columbia,Fluid purposes,v382163,29884,0
20586,2011-07,British Columbia,Industrial purposes,v382164,28086,0
20588,2011-08,Canada,"Milk sold off farms, total",v382155,660022,0
20589,2011-08,Canada,Fluid purposes,v382156,249450,0
20590,2011-08,Canada,Industrial purposes,v382157,410572,0
20592,2011-08,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3994,0
20593,2011-08,Newfoundland and Labrador,Fluid purposes,v382167,2876,0
20594,2011-08,Newfoundland and Labrador,Industrial purposes,v382168,1118,0
20596,2011-08,Prince Edward Island,"Milk sold off farms, total",v382173,8580,0
20597,2011-08,Prince Edward Island,Fluid purposes,v382174,1221,0
20598,2011-08,Prince Edward Island,Industrial purposes,v382175,7360,0
20600,2011-08,Nova Scotia,"Milk sold off farms, total",v382180,14117,0
20601,2011-08,Nova Scotia,Fluid purposes,v382181,8037,0
20602,2011-08,Nova Scotia,Industrial purposes,v382182,6080,0
20604,2011-08,New Brunswick,"Milk sold off farms, total",v382187,11165,0
20605,2011-08,New Brunswick,Fluid purposes,v382188,5403,0
20606,2011-08,New Brunswick,Industrial purposes,v382189,5763,0
20608,2011-08,Quebec,"Milk sold off farms, total",v382194,242887,0
20609,2011-08,Quebec,Fluid purposes,v382195,53679,0
20610,2011-08,Quebec,Industrial purposes,v382196,189208,0
20612,2011-08,Ontario,"Milk sold off farms, total",v382201,218783,0
20613,2011-08,Ontario,Fluid purposes,v382202,98082,0
20614,2011-08,Ontario,Industrial purposes,v382203,120701,0
20616,2011-08,Manitoba,"Milk sold off farms, total",v382208,26903,0
20617,2011-08,Manitoba,Fluid purposes,v382209,9908,0
20618,2011-08,Manitoba,Industrial purposes,v382210,16994,0
20620,2011-08,Saskatchewan,"Milk sold off farms, total",v382215,19611,0
20621,2011-08,Saskatchewan,Fluid purposes,v382216,9288,0
20622,2011-08,Saskatchewan,Industrial purposes,v382217,10322,0
20624,2011-08,Alberta,"Milk sold off farms, total",v382222,56583,0
20625,2011-08,Alberta,Fluid purposes,v382223,31071,0
20626,2011-08,Alberta,Industrial purposes,v382224,25512,0
20628,2011-08,British Columbia,"Milk sold off farms, total",v382162,57398,0
20629,2011-08,British Columbia,Fluid purposes,v382163,29885,0
20630,2011-08,British Columbia,Industrial purposes,v382164,27513,0
20632,2011-09,Canada,"Milk sold off farms, total",v382155,634338,0
20633,2011-09,Canada,Fluid purposes,v382156,248891,0
20634,2011-09,Canada,Industrial purposes,v382157,385448,0
20636,2011-09,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3892,0
20637,2011-09,Newfoundland and Labrador,Fluid purposes,v382167,2802,0
20638,2011-09,Newfoundland and Labrador,Industrial purposes,v382168,1090,0
20640,2011-09,Prince Edward Island,"Milk sold off farms, total",v382173,8282,0
20641,2011-09,Prince Edward Island,Fluid purposes,v382174,1143,0
20642,2011-09,Prince Edward Island,Industrial purposes,v382175,7139,0
20644,2011-09,Nova Scotia,"Milk sold off farms, total",v382180,13606,0
20645,2011-09,Nova Scotia,Fluid purposes,v382181,8100,0
20646,2011-09,Nova Scotia,Industrial purposes,v382182,5506,0
20648,2011-09,New Brunswick,"Milk sold off farms, total",v382187,11688,0
20649,2011-09,New Brunswick,Fluid purposes,v382188,5308,0
20650,2011-09,New Brunswick,Industrial purposes,v382189,6380,0
20652,2011-09,Quebec,"Milk sold off farms, total",v382194,232820,0
20653,2011-09,Quebec,Fluid purposes,v382195,53581,0
20654,2011-09,Quebec,Industrial purposes,v382196,179239,0
20656,2011-09,Ontario,"Milk sold off farms, total",v382201,209940,0
20657,2011-09,Ontario,Fluid purposes,v382202,97110,0
20658,2011-09,Ontario,Industrial purposes,v382203,112831,0
20660,2011-09,Manitoba,"Milk sold off farms, total",v382208,26300,0
20661,2011-09,Manitoba,Fluid purposes,v382209,10677,0
20662,2011-09,Manitoba,Industrial purposes,v382210,15623,0
20664,2011-09,Saskatchewan,"Milk sold off farms, total",v382215,18745,0
20665,2011-09,Saskatchewan,Fluid purposes,v382216,9361,0
20666,2011-09,Saskatchewan,Industrial purposes,v382217,9384,0
20668,2011-09,Alberta,"Milk sold off farms, total",v382222,53757,0
20669,2011-09,Alberta,Fluid purposes,v382223,31363,0
20670,2011-09,Alberta,Industrial purposes,v382224,22394,0
20672,2011-09,British Columbia,"Milk sold off farms, total",v382162,55307,0
20673,2011-09,British Columbia,Fluid purposes,v382163,29446,0
20674,2011-09,British Columbia,Industrial purposes,v382164,25861,0
20676,2011-10,Canada,"Milk sold off farms, total",v382155,647277,0
20677,2011-10,Canada,Fluid purposes,v382156,253281,0
20678,2011-10,Canada,Industrial purposes,v382157,393996,0
20680,2011-10,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3969,0
20681,2011-10,Newfoundland and Labrador,Fluid purposes,v382167,2977,0
20682,2011-10,Newfoundland and Labrador,Industrial purposes,v382168,992,0
20684,2011-10,Prince Edward Island,"Milk sold off farms, total",v382173,8227,0
20685,2011-10,Prince Edward Island,Fluid purposes,v382174,1094,0
20686,2011-10,Prince Edward Island,Industrial purposes,v382175,7134,0
20688,2011-10,Nova Scotia,"Milk sold off farms, total",v382180,13966,0
20689,2011-10,Nova Scotia,Fluid purposes,v382181,8340,0
20690,2011-10,Nova Scotia,Industrial purposes,v382182,5626,0
20692,2011-10,New Brunswick,"Milk sold off farms, total",v382187,10849,0
20693,2011-10,New Brunswick,Fluid purposes,v382188,5413,0
20694,2011-10,New Brunswick,Industrial purposes,v382189,5435,0
20696,2011-10,Quebec,"Milk sold off farms, total",v382194,237553,0
20697,2011-10,Quebec,Fluid purposes,v382195,53166,0
20698,2011-10,Quebec,Industrial purposes,v382196,184386,0
20700,2011-10,Ontario,"Milk sold off farms, total",v382201,214059,0
20701,2011-10,Ontario,Fluid purposes,v382202,98684,0
20702,2011-10,Ontario,Industrial purposes,v382203,115375,0
20704,2011-10,Manitoba,"Milk sold off farms, total",v382208,27352,0
20705,2011-10,Manitoba,Fluid purposes,v382209,10874,0
20706,2011-10,Manitoba,Industrial purposes,v382210,16478,0
20708,2011-10,Saskatchewan,"Milk sold off farms, total",v382215,19320,0
20709,2011-10,Saskatchewan,Fluid purposes,v382216,9583,0
20710,2011-10,Saskatchewan,Industrial purposes,v382217,9736,0
20712,2011-10,Alberta,"Milk sold off farms, total",v382222,54981,0
20713,2011-10,Alberta,Fluid purposes,v382223,32649,0
20714,2011-10,Alberta,Industrial purposes,v382224,22332,0
20716,2011-10,British Columbia,"Milk sold off farms, total",v382162,57002,0
20717,2011-10,British Columbia,Fluid purposes,v382163,30500,0
20718,2011-10,British Columbia,Industrial purposes,v382164,26501,0
20720,2011-11,Canada,"Milk sold off farms, total",v382155,631184,0
20721,2011-11,Canada,Fluid purposes,v382156,257218,0
20722,2011-11,Canada,Industrial purposes,v382157,373965,0
20724,2011-11,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3824,0
20725,2011-11,Newfoundland and Labrador,Fluid purposes,v382167,2868,0
20726,2011-11,Newfoundland and Labrador,Industrial purposes,v382168,956,0
20728,2011-11,Prince Edward Island,"Milk sold off farms, total",v382173,7910,0
20729,2011-11,Prince Edward Island,Fluid purposes,v382174,1073,0
20730,2011-11,Prince Edward Island,Industrial purposes,v382175,6837,0
20732,2011-11,Nova Scotia,"Milk sold off farms, total",v382180,13502,0
20733,2011-11,Nova Scotia,Fluid purposes,v382181,8350,0
20734,2011-11,Nova Scotia,Industrial purposes,v382182,5152,0
20736,2011-11,New Brunswick,"Milk sold off farms, total",v382187,10551,0
20737,2011-11,New Brunswick,Fluid purposes,v382188,5445,0
20738,2011-11,New Brunswick,Industrial purposes,v382189,5106,0
20740,2011-11,Quebec,"Milk sold off farms, total",v382194,233078,0
20741,2011-11,Quebec,Fluid purposes,v382195,55174,0
20742,2011-11,Quebec,Industrial purposes,v382196,177904,0
20744,2011-11,Ontario,"Milk sold off farms, total",v382201,208998,0
20745,2011-11,Ontario,Fluid purposes,v382202,100041,0
20746,2011-11,Ontario,Industrial purposes,v382203,108956,0
20748,2011-11,Manitoba,"Milk sold off farms, total",v382208,26544,0
20749,2011-11,Manitoba,Fluid purposes,v382209,11108,0
20750,2011-11,Manitoba,Industrial purposes,v382210,15436,0
20752,2011-11,Saskatchewan,"Milk sold off farms, total",v382215,18769,0
20753,2011-11,Saskatchewan,Fluid purposes,v382216,9553,0
20754,2011-11,Saskatchewan,Industrial purposes,v382217,9215,0
20756,2011-11,Alberta,"Milk sold off farms, total",v382222,53337,0
20757,2011-11,Alberta,Fluid purposes,v382223,33659,0
20758,2011-11,Alberta,Industrial purposes,v382224,19678,0
20760,2011-11,British Columbia,"Milk sold off farms, total",v382162,54673,0
20761,2011-11,British Columbia,Fluid purposes,v382163,29948,0
20762,2011-11,British Columbia,Industrial purposes,v382164,24725,0
20764,2011-12,Canada,"Milk sold off farms, total",v382155,665048,0
20765,2011-12,Canada,Fluid purposes,v382156,258524,0
20766,2011-12,Canada,Industrial purposes,v382157,406524,0
20768,2011-12,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3910,0
20769,2011-12,Newfoundland and Labrador,Fluid purposes,v382167,3049,0
20770,2011-12,Newfoundland and Labrador,Industrial purposes,v382168,860,0
20772,2011-12,Prince Edward Island,"Milk sold off farms, total",v382173,8140,0
20773,2011-12,Prince Edward Island,Fluid purposes,v382174,1103,0
20774,2011-12,Prince Edward Island,Industrial purposes,v382175,7037,0
20776,2011-12,Nova Scotia,"Milk sold off farms, total",v382180,13691,0
20777,2011-12,Nova Scotia,Fluid purposes,v382181,8263,0
20778,2011-12,Nova Scotia,Industrial purposes,v382182,5428,0
20780,2011-12,New Brunswick,"Milk sold off farms, total",v382187,11243,0
20781,2011-12,New Brunswick,Fluid purposes,v382188,5742,0
20782,2011-12,New Brunswick,Industrial purposes,v382189,5501,0
20784,2011-12,Quebec,"Milk sold off farms, total",v382194,244898,0
20785,2011-12,Quebec,Fluid purposes,v382195,53974,0
20786,2011-12,Quebec,Industrial purposes,v382196,190924,0
20788,2011-12,Ontario,"Milk sold off farms, total",v382201,220829,0
20789,2011-12,Ontario,Fluid purposes,v382202,101153,0
20790,2011-12,Ontario,Industrial purposes,v382203,119677,0
20792,2011-12,Manitoba,"Milk sold off farms, total",v382208,27808,0
20793,2011-12,Manitoba,Fluid purposes,v382209,11611,0
20794,2011-12,Manitoba,Industrial purposes,v382210,16197,0
20796,2011-12,Saskatchewan,"Milk sold off farms, total",v382215,19834,0
20797,2011-12,Saskatchewan,Fluid purposes,v382216,9805,0
20798,2011-12,Saskatchewan,Industrial purposes,v382217,10029,0
20800,2011-12,Alberta,"Milk sold off farms, total",v382222,56901,0
20801,2011-12,Alberta,Fluid purposes,v382223,33610,0
20802,2011-12,Alberta,Industrial purposes,v382224,23291,0
20804,2011-12,British Columbia,"Milk sold off farms, total",v382162,57793,0
20805,2011-12,British Columbia,Fluid purposes,v382163,30214,0
20806,2011-12,British Columbia,Industrial purposes,v382164,27580,0
20808,2012-01,Canada,"Milk sold off farms, total",v382155,677867,0
20809,2012-01,Canada,Fluid purposes,v382156,248615,0
20810,2012-01,Canada,Industrial purposes,v382157,429252,0
20812,2012-01,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3967,0
20813,2012-01,Newfoundland and Labrador,Fluid purposes,v382167,2896,0
20814,2012-01,Newfoundland and Labrador,Industrial purposes,v382168,1071,0
20816,2012-01,Prince Edward Island,"Milk sold off farms, total",v382173,8417,0
20817,2012-01,Prince Edward Island,Fluid purposes,v382174,1102,0
20818,2012-01,Prince Edward Island,Industrial purposes,v382175,7315,0
20820,2012-01,Nova Scotia,"Milk sold off farms, total",v382180,14720,0
20821,2012-01,Nova Scotia,Fluid purposes,v382181,7826,0
20822,2012-01,Nova Scotia,Industrial purposes,v382182,6894,0
20824,2012-01,New Brunswick,"Milk sold off farms, total",v382187,11642,0
20825,2012-01,New Brunswick,Fluid purposes,v382188,5317,0
20826,2012-01,New Brunswick,Industrial purposes,v382189,6326,0
20828,2012-01,Quebec,"Milk sold off farms, total",v382194,248987,0
20829,2012-01,Quebec,Fluid purposes,v382195,52243,0
20830,2012-01,Quebec,Industrial purposes,v382196,196744,0
20832,2012-01,Ontario,"Milk sold off farms, total",v382201,223171,0
20833,2012-01,Ontario,Fluid purposes,v382202,97488,0
20834,2012-01,Ontario,Industrial purposes,v382203,125683,0
20836,2012-01,Manitoba,"Milk sold off farms, total",v382208,28499,0
20837,2012-01,Manitoba,Fluid purposes,v382209,10458,0
20838,2012-01,Manitoba,Industrial purposes,v382210,18041,0
20840,2012-01,Saskatchewan,"Milk sold off farms, total",v382215,20358,0
20841,2012-01,Saskatchewan,Fluid purposes,v382216,9425,0
20842,2012-01,Saskatchewan,Industrial purposes,v382217,10932,0
20844,2012-01,Alberta,"Milk sold off farms, total",v382222,58640,0
20845,2012-01,Alberta,Fluid purposes,v382223,31282,0
20846,2012-01,Alberta,Industrial purposes,v382224,27358,0
20848,2012-01,British Columbia,"Milk sold off farms, total",v382162,59467,0
20849,2012-01,British Columbia,Fluid purposes,v382163,30579,0
20850,2012-01,British Columbia,Industrial purposes,v382164,28887,0
20852,2012-02,Canada,"Milk sold off farms, total",v382155,638411,0
20853,2012-02,Canada,Fluid purposes,v382156,234691,0
20854,2012-02,Canada,Industrial purposes,v382157,403721,0
20856,2012-02,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3813,0
20857,2012-02,Newfoundland and Labrador,Fluid purposes,v382167,2898,0
20858,2012-02,Newfoundland and Labrador,Industrial purposes,v382168,915,0
20860,2012-02,Prince Edward Island,"Milk sold off farms, total",v382173,8091,0
20861,2012-02,Prince Edward Island,Fluid purposes,v382174,1029,0
20862,2012-02,Prince Edward Island,Industrial purposes,v382175,7062,0
20864,2012-02,Nova Scotia,"Milk sold off farms, total",v382180,13794,0
20865,2012-02,Nova Scotia,Fluid purposes,v382181,7428,0
20866,2012-02,Nova Scotia,Industrial purposes,v382182,6366,0
20868,2012-02,New Brunswick,"Milk sold off farms, total",v382187,11093,0
20869,2012-02,New Brunswick,Fluid purposes,v382188,5310,0
20870,2012-02,New Brunswick,Industrial purposes,v382189,5783,0
20872,2012-02,Quebec,"Milk sold off farms, total",v382194,235419,0
20873,2012-02,Quebec,Fluid purposes,v382195,49486,0
20874,2012-02,Quebec,Industrial purposes,v382196,185934,0
20876,2012-02,Ontario,"Milk sold off farms, total",v382201,208246,0
20877,2012-02,Ontario,Fluid purposes,v382202,91409,0
20878,2012-02,Ontario,Industrial purposes,v382203,116837,0
20880,2012-02,Manitoba,"Milk sold off farms, total",v382208,26909,0
20881,2012-02,Manitoba,Fluid purposes,v382209,10016,0
20882,2012-02,Manitoba,Industrial purposes,v382210,16894,0
20884,2012-02,Saskatchewan,"Milk sold off farms, total",v382215,19241,0
20885,2012-02,Saskatchewan,Fluid purposes,v382216,8891,0
20886,2012-02,Saskatchewan,Industrial purposes,v382217,10350,0
20888,2012-02,Alberta,"Milk sold off farms, total",v382222,55569,0
20889,2012-02,Alberta,Fluid purposes,v382223,30250,0
20890,2012-02,Alberta,Industrial purposes,v382224,25319,0
20892,2012-02,British Columbia,"Milk sold off farms, total",v382162,56237,0
20893,2012-02,British Columbia,Fluid purposes,v382163,27976,0
20894,2012-02,British Columbia,Industrial purposes,v382164,28261,0
20896,2012-03,Canada,"Milk sold off farms, total",v382155,682368,0
20897,2012-03,Canada,Fluid purposes,v382156,253763,0
20898,2012-03,Canada,Industrial purposes,v382157,428605,0
20900,2012-03,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4108,0
20901,2012-03,Newfoundland and Labrador,Fluid purposes,v382167,2999,0
20902,2012-03,Newfoundland and Labrador,Industrial purposes,v382168,1109,0
20904,2012-03,Prince Edward Island,"Milk sold off farms, total",v382173,8674,0
20905,2012-03,Prince Edward Island,Fluid purposes,v382174,1103,0
20906,2012-03,Prince Edward Island,Industrial purposes,v382175,7571,0
20908,2012-03,Nova Scotia,"Milk sold off farms, total",v382180,14996,0
20909,2012-03,Nova Scotia,Fluid purposes,v382181,7900,0
20910,2012-03,Nova Scotia,Industrial purposes,v382182,7095,0
20912,2012-03,New Brunswick,"Milk sold off farms, total",v382187,12048,0
20913,2012-03,New Brunswick,Fluid purposes,v382188,5586,0
20914,2012-03,New Brunswick,Industrial purposes,v382189,6462,0
20916,2012-03,Quebec,"Milk sold off farms, total",v382194,251784,0
20917,2012-03,Quebec,Fluid purposes,v382195,54291,0
20918,2012-03,Quebec,Industrial purposes,v382196,197494,0
20920,2012-03,Ontario,"Milk sold off farms, total",v382201,222458,0
20921,2012-03,Ontario,Fluid purposes,v382202,100393,0
20922,2012-03,Ontario,Industrial purposes,v382203,122065,0
20924,2012-03,Manitoba,"Milk sold off farms, total",v382208,28769,0
20925,2012-03,Manitoba,Fluid purposes,v382209,10256,0
20926,2012-03,Manitoba,Industrial purposes,v382210,18513,0
20928,2012-03,Saskatchewan,"Milk sold off farms, total",v382215,20181,0
20929,2012-03,Saskatchewan,Fluid purposes,v382216,9453,0
20930,2012-03,Saskatchewan,Industrial purposes,v382217,10728,0
20932,2012-03,Alberta,"Milk sold off farms, total",v382222,59354,0
20933,2012-03,Alberta,Fluid purposes,v382223,32342,0
20934,2012-03,Alberta,Industrial purposes,v382224,27012,0
20936,2012-03,British Columbia,"Milk sold off farms, total",v382162,59995,0
20937,2012-03,British Columbia,Fluid purposes,v382163,29439,0
20938,2012-03,British Columbia,Industrial purposes,v382164,30556,0
20940,2012-04,Canada,"Milk sold off farms, total",v382155,660423,0
20941,2012-04,Canada,Fluid purposes,v382156,239820,0
20942,2012-04,Canada,Industrial purposes,v382157,420603,0
20944,2012-04,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3987,0
20945,2012-04,Newfoundland and Labrador,Fluid purposes,v382167,2831,0
20946,2012-04,Newfoundland and Labrador,Industrial purposes,v382168,1156,0
20948,2012-04,Prince Edward Island,"Milk sold off farms, total",v382173,8568,0
20949,2012-04,Prince Edward Island,Fluid purposes,v382174,1050,0
20950,2012-04,Prince Edward Island,Industrial purposes,v382175,7518,0
20952,2012-04,Nova Scotia,"Milk sold off farms, total",v382180,14571,0
20953,2012-04,Nova Scotia,Fluid purposes,v382181,7623,0
20954,2012-04,Nova Scotia,Industrial purposes,v382182,6948,0
20956,2012-04,New Brunswick,"Milk sold off farms, total",v382187,11704,0
20957,2012-04,New Brunswick,Fluid purposes,v382188,5115,0
20958,2012-04,New Brunswick,Industrial purposes,v382189,6589,0
20960,2012-04,Quebec,"Milk sold off farms, total",v382194,244191,0
20961,2012-04,Quebec,Fluid purposes,v382195,50834,0
20962,2012-04,Quebec,Industrial purposes,v382196,193357,0
20964,2012-04,Ontario,"Milk sold off farms, total",v382201,215499,0
20965,2012-04,Ontario,Fluid purposes,v382202,93389,0
20966,2012-04,Ontario,Industrial purposes,v382203,122110,0
20968,2012-04,Manitoba,"Milk sold off farms, total",v382208,27887,0
20969,2012-04,Manitoba,Fluid purposes,v382209,10409,0
20970,2012-04,Manitoba,Industrial purposes,v382210,17478,0
20972,2012-04,Saskatchewan,"Milk sold off farms, total",v382215,19228,0
20973,2012-04,Saskatchewan,Fluid purposes,v382216,9041,0
20974,2012-04,Saskatchewan,Industrial purposes,v382217,10187,0
20976,2012-04,Alberta,"Milk sold off farms, total",v382222,57001,0
20977,2012-04,Alberta,Fluid purposes,v382223,31291,0
20978,2012-04,Alberta,Industrial purposes,v382224,25710,0
20980,2012-04,British Columbia,"Milk sold off farms, total",v382162,57788,0
20981,2012-04,British Columbia,Fluid purposes,v382163,28237,0
20982,2012-04,British Columbia,Industrial purposes,v382164,29551,0
20984,2012-05,Canada,"Milk sold off farms, total",v382155,681284,0
20985,2012-05,Canada,Fluid purposes,v382156,250021,0
20986,2012-05,Canada,Industrial purposes,v382157,431263,0
20988,2012-05,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4185,0
20989,2012-05,Newfoundland and Labrador,Fluid purposes,v382167,2971,0
20990,2012-05,Newfoundland and Labrador,Industrial purposes,v382168,1214,0
20992,2012-05,Prince Edward Island,"Milk sold off farms, total",v382173,9024,0
20993,2012-05,Prince Edward Island,Fluid purposes,v382174,1115,0
20994,2012-05,Prince Edward Island,Industrial purposes,v382175,7910,0
20996,2012-05,Nova Scotia,"Milk sold off farms, total",v382180,15077,0
20997,2012-05,Nova Scotia,Fluid purposes,v382181,7923,0
20998,2012-05,Nova Scotia,Industrial purposes,v382182,7154,0
21000,2012-05,New Brunswick,"Milk sold off farms, total",v382187,12105,0
21001,2012-05,New Brunswick,Fluid purposes,v382188,5385,0
21002,2012-05,New Brunswick,Industrial purposes,v382189,6720,0
21004,2012-05,Quebec,"Milk sold off farms, total",v382194,251642,0
21005,2012-05,Quebec,Fluid purposes,v382195,54744,0
21006,2012-05,Quebec,Industrial purposes,v382196,196898,0
21008,2012-05,Ontario,"Milk sold off farms, total",v382201,221694,0
21009,2012-05,Ontario,Fluid purposes,v382202,97093,0
21010,2012-05,Ontario,Industrial purposes,v382203,124601,0
21012,2012-05,Manitoba,"Milk sold off farms, total",v382208,29121,0
21013,2012-05,Manitoba,Fluid purposes,v382209,10643,0
21014,2012-05,Manitoba,Industrial purposes,v382210,18478,0
21016,2012-05,Saskatchewan,"Milk sold off farms, total",v382215,19937,0
21017,2012-05,Saskatchewan,Fluid purposes,v382216,9271,0
21018,2012-05,Saskatchewan,Industrial purposes,v382217,10666,0
21020,2012-05,Alberta,"Milk sold off farms, total",v382222,58887,0
21021,2012-05,Alberta,Fluid purposes,v382223,31744,0
21022,2012-05,Alberta,Industrial purposes,v382224,27143,0
21024,2012-05,British Columbia,"Milk sold off farms, total",v382162,59612,0
21025,2012-05,British Columbia,Fluid purposes,v382163,29133,0
21026,2012-05,British Columbia,Industrial purposes,v382164,30479,0
21028,2012-06,Canada,"Milk sold off farms, total",v382155,654897,0
21029,2012-06,Canada,Fluid purposes,v382156,237981,0
21030,2012-06,Canada,Industrial purposes,v382157,416916,0
21032,2012-06,Newfoundland and Labrador,"Milk sold off farms, total",v382166,3991,0
21033,2012-06,Newfoundland and Labrador,Fluid purposes,v382167,2753,0
21034,2012-06,Newfoundland and Labrador,Industrial purposes,v382168,1237,0
21036,2012-06,Prince Edward Island,"Milk sold off farms, total",v382173,8815,0
21037,2012-06,Prince Edward Island,Fluid purposes,v382174,1083,0
21038,2012-06,Prince Edward Island,Industrial purposes,v382175,7732,0
21040,2012-06,Nova Scotia,"Milk sold off farms, total",v382180,14565,0
21041,2012-06,Nova Scotia,Fluid purposes,v382181,7893,0
21042,2012-06,Nova Scotia,Industrial purposes,v382182,6672,0
21044,2012-06,New Brunswick,"Milk sold off farms, total",v382187,11566,0
21045,2012-06,New Brunswick,Fluid purposes,v382188,5092,0
21046,2012-06,New Brunswick,Industrial purposes,v382189,6475,0
21048,2012-06,Quebec,"Milk sold off farms, total",v382194,241064,0
21049,2012-06,Quebec,Fluid purposes,v382195,50185,0
21050,2012-06,Quebec,Industrial purposes,v382196,190880,0
21052,2012-06,Ontario,"Milk sold off farms, total",v382201,213553,0
21053,2012-06,Ontario,Fluid purposes,v382202,93266,0
21054,2012-06,Ontario,Industrial purposes,v382203,120287,0
21056,2012-06,Manitoba,"Milk sold off farms, total",v382208,28286,0
21057,2012-06,Manitoba,Fluid purposes,v382209,9653,0
21058,2012-06,Manitoba,Industrial purposes,v382210,18633,0
21060,2012-06,Saskatchewan,"Milk sold off farms, total",v382215,19141,0
21061,2012-06,Saskatchewan,Fluid purposes,v382216,8654,0
21062,2012-06,Saskatchewan,Industrial purposes,v382217,10486,0
21064,2012-06,Alberta,"Milk sold off farms, total",v382222,56856,0
21065,2012-06,Alberta,Fluid purposes,v382223,31011,0
21066,2012-06,Alberta,Industrial purposes,v382224,25844,0
21068,2012-06,British Columbia,"Milk sold off farms, total",v382162,57061,0
21069,2012-06,British Columbia,Fluid purposes,v382163,28389,0
21070,2012-06,British Columbia,Industrial purposes,v382164,28672,0
21072,2012-07,Canada,"Milk sold off farms, total",v382155,668852,0
21073,2012-07,Canada,Fluid purposes,v382156,231453,0
21074,2012-07,Canada,Industrial purposes,v382157,437400,0
21076,2012-07,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4219,0
21077,2012-07,Newfoundland and Labrador,Fluid purposes,v382167,2953,0
21078,2012-07,Newfoundland and Labrador,Industrial purposes,v382168,1266,0
21080,2012-07,Prince Edward Island,"Milk sold off farms, total",v382173,8917,0
21081,2012-07,Prince Edward Island,Fluid purposes,v382174,1179,0
21082,2012-07,Prince Edward Island,Industrial purposes,v382175,7737,0
21084,2012-07,Nova Scotia,"Milk sold off farms, total",v382180,15069,0
21085,2012-07,Nova Scotia,Fluid purposes,v382181,7741,0
21086,2012-07,Nova Scotia,Industrial purposes,v382182,7328,0
21088,2012-07,New Brunswick,"Milk sold off farms, total",v382187,11587,0
21089,2012-07,New Brunswick,Fluid purposes,v382188,4959,0
21090,2012-07,New Brunswick,Industrial purposes,v382189,6629,0
21092,2012-07,Quebec,"Milk sold off farms, total",v382194,246094,0
21093,2012-07,Quebec,Fluid purposes,v382195,49076,0
21094,2012-07,Quebec,Industrial purposes,v382196,197019,0
21096,2012-07,Ontario,"Milk sold off farms, total",v382201,219458,0
21097,2012-07,Ontario,Fluid purposes,v382202,88055,0
21098,2012-07,Ontario,Industrial purposes,v382203,131403,0
21100,2012-07,Manitoba,"Milk sold off farms, total",v382208,28778,0
21101,2012-07,Manitoba,Fluid purposes,v382209,9741,0
21102,2012-07,Manitoba,Industrial purposes,v382210,19037,0
21104,2012-07,Saskatchewan,"Milk sold off farms, total",v382215,19507,0
21105,2012-07,Saskatchewan,Fluid purposes,v382216,8761,0
21106,2012-07,Saskatchewan,Industrial purposes,v382217,10746,0
21108,2012-07,Alberta,"Milk sold off farms, total",v382222,57401,0
21109,2012-07,Alberta,Fluid purposes,v382223,31349,0
21110,2012-07,Alberta,Industrial purposes,v382224,26053,0
21112,2012-07,British Columbia,"Milk sold off farms, total",v382162,57822,0
21113,2012-07,British Columbia,Fluid purposes,v382163,27639,0
21114,2012-07,British Columbia,Industrial purposes,v382164,30183,0
21116,2012-08,Canada,"Milk sold off farms, total",v382155,668395,0
21117,2012-08,Canada,Fluid purposes,v382156,245892,0
21118,2012-08,Canada,Industrial purposes,v382157,422503,0
21120,2012-08,Newfoundland and Labrador,"Milk sold off farms, total",v382166,4223,0
21121,2012-08,Newfoundland and Labrador,Fluid purposes,v382167,2956,0
